technique,model,F1-Score,Processing Time,ROC AUC,Memory Usage,Precision,Recall
ICA,LogReg,0.9348078001634841,1.4722115993499756,0.8334695494960002,4.64453125,0.91434103060797,0.9562118126272913
ICA,LogReg,0.9378177978442966,2.783812999725342,0.8369923019102667,4.40234375,0.9182401350583413,0.9582484725050916
ICA,LogReg,0.9408300050255243,1.6845815181732178,0.824673029338989,5.546875,0.9221475354756284,0.960285132382892
ICA,LogReg,0.9348078001634841,1.4006404876708984,0.8434752458082572,4.890625,0.91434103060797,0.9562118126272913
ICA,LogReg,0.9318000188913735,1.521784782409668,0.8211549863630974,4.68359375,0.9104502221245142,0.9541751527494908
ICA,LogReg,0.9378177978442966,1.3972814083099365,0.8545657188771675,4.63671875,0.9182401350583413,0.9582484725050916
ICA,LogReg,0.9242903080953506,2.487497091293335,0.8384978540772532,4.390625,0.9007594957711309,0.9490835030549898
ICA,LogReg,0.9363125223852444,1.184499979019165,0.8722644376899695,4.8828125,0.9162895458372912,0.9572301425661914
LDA,Naive Bayes,0.9272941078668884,0.05301928520202637,0.8367768159895537,1.68359375,0.9192974581976618,0.939918533604888
LDA,Naive Bayes,0.9373485828876149,0.04964303970336914,0.8362860192102455,3.05078125,0.932256962778574,0.9521384928716904
LDA,Naive Bayes,0.9334000467082086,0.05023622512817383,0.8344354459221834,2.90625,0.9270007469881058,0.9409368635437881
LDA,Naive Bayes,0.936561366421132,0.0544278621673584,0.8210893584027913,1.55859375,0.9308091519876055,0.9439918533604889
LDA,Naive Bayes,0.9459368316545416,0.05665183067321777,0.7991705991705992,1.6640625,0.9389015384304429,0.9572301425661914
LDA,Naive Bayes,0.9367171531410858,0.0521540641784668,0.8445155935017195,1.66015625,0.930549154512524,0.9511201629327902
LDA,Naive Bayes,0.9358454425846734,0.05037426948547363,0.828194269014538,1.6328125,0.9268446710956784,0.9490835030549898
LDA,Naive Bayes,0.9293829437159827,0.05912446975708008,0.8414622816796731,3.03125,0.9177280394174173,0.945010183299389
LDA,Naive Bayes,0.9292653544068484,0.055744171142578125,0.8161581013561742,2.09375,0.9202124691330393,0.9480651731160896
LDA,Naive Bayes,0.9443584378536611,0.05158114433288574,0.8060744487043533,2.98828125,0.9397923053374095,0.9501018329938901
LDA,SVM,0.9302969615753002,18.18413734436035,0.4537114455592716,12.70703125,0.9085079288703797,0.9531568228105907
LDA,SVM,0.9348078001634841,9.911672115325928,0.8567501300245188,8.8359375,0.91434103060797,0.9562118126272913
LDA,SVM,0.9348078001634841,8.877222299575806,0.8658394630606534,8.5078125,0.91434103060797,0.9562118126272913
LDA,SVM,0.9348078001634841,7.998589038848877,0.8182133392773113,9.1015625,0.91434103060797,0.9562118126272913
LDA,SVM,0.9333036320434487,12.135148763656616,0.6849680170575694,11.44140625,0.9123945893703775,0.955193482688391
LDA,SVM,0.9242903080953506,8.360982894897461,0.8461587982832618,8.50390625,0.9007594957711309,0.9490835030549898
LDA,SVM,0.9463517590487699,32.93048310279846,0.5503092472469453,14.98828125,0.9299521872813602,0.9633401221995926
LDA,SVM,0.9378177978442966,9.080451250076294,0.8187449780980276,8.5546875,0.9182401350583413,0.9582484725050916
LDA,SVM,0.9408300050255243,15.798253297805786,0.19697093292003154,11.43359375,0.9221475354756284,0.960285132382892
LDA,SVM,0.9378177978442966,9.342123746871948,0.176874627407273,9.859375,0.9182401350583413,0.9582484725050916
LDA,MLP,0.921290339074044,105.59207487106323,0.8361455748552522,2.60546875,0.89689772317188,0.9470468431771895
LDA,MLP,0.921290339074044,102.62110257148743,0.8250413564929694,2.82421875,0.89689772317188,0.9470468431771895
LDA,MLP,0.948370144465667,99.64586067199707,0.8530032266070985,2.15234375,0.9319523313741025,0.9653767820773931
LDA,MLP,0.9378177978442966,101.02846360206604,0.8223477877711827,3.2109375,0.9182401350583413,0.9582484725050916
LDA,MLP,0.9408300050255243,101.2578399181366,0.7973461674416075,2.5546875,0.9221475354756284,0.960285132382892
LDA,MLP,0.9348078001634841,103.80088329315186,0.82688164053793,2.4609375,0.91434103060797,0.9562118126272913
LDA,MLP,0.9468610203993288,97.97639203071594,0.835631316940715,2.9296875,0.9299872242109499,0.9643584521384929
LDA,MLP,0.9378177978442966,3940.9972052574158,0.8340374795883984,2.34765625,0.9182401350583413,0.9582484725050916
LDA,MLP,0.9363125223852444,103.41126656532288,0.8402482269503546,2.7421875,0.9162895458372912,0.9572301425661914
LDA,MLP,0.9272925179323862,107.06897759437561,0.8342032476802285,2.43359375,0.9046295643372974,0.9511201629327902
LDA,Tree,0.9410614098510885,1.0337541103363037,0.7514085514085515,2.1171875,0.932514878288335,0.9511201629327902
LDA,Tree,0.9418837714209629,1.2489047050476074,0.7713856713856714,3.109375,0.9309033424991168,0.955193482688391
LDA,Tree,0.9322887014075776,1.0153050422668457,0.7950669986956006,2.03515625,0.9225946012883617,0.9460285132382892
LDA,Tree,0.9403843145248983,1.0389659404754639,0.6495595450490633,1.97265625,0.9290478585999399,0.9541751527494908
LDA,Tree,0.9376531018257832,1.0495080947875977,0.7092300401427297,2.1171875,0.9273234634278885,0.9490835030549898
LDA,Tree,0.9336278666649654,1.0067715644836426,0.787854609929078,2.78125,0.923336920831429,0.9460285132382892
LDA,Tree,0.936021723078851,1.0112526416778564,0.7179973238180196,2.0234375,0.9267214617767793,0.9460285132382892
LDA,Tree,0.9222947261228428,1.1774353981018066,0.8354828326180258,3.375,0.9092952964458242,0.9389002036659878
LDA,Tree,0.9397447151647775,1.0050499439239502,0.7239741641337386,2.1015625,0.9331188526048524,0.9541751527494908
LDA,Tree,0.9390880702397912,1.0089759826660156,0.6632829087048833,3.30859375,0.9307093347262092,0.9501018329938901
LDA,KNN,0.9440884839453456,7.369866847991943,0.6275561275561277,1.94921875,0.9343982889555499,0.9592668024439919
LDA,KNN,0.9326271566732653,7.017036437988281,0.6526503023834935,2.05859375,0.922703239080546,0.9521384928716904
LDA,KNN,0.9418042709488421,6.94403076171875,0.7075790075790076,2.02734375,0.9259149350892757,0.9582484725050916
LDA,KNN,0.9513900309083166,7.288507461547852,0.7190624999999999,2.08203125,0.9358887676755946,0.9674134419551935
LDA,KNN,0.9348078001634841,7.143338918685913,0.5994625653218417,1.94140625,0.91434103060797,0.9562118126272913
LDA,KNN,0.9342986252545824,7.301716566085815,0.7012531886965352,3.125,0.914298348872986,0.955193482688391
LDA,KNN,0.9378177978442966,7.023299217224121,0.7524947513024547,3.4453125,0.9182401350583413,0.9582484725050916
LDA,KNN,0.9463517590487699,6.859821557998657,0.6591793634032281,2.12890625,0.9299521872813602,0.9633401221995926
LDA,KNN,0.9227900430434703,7.10238242149353,0.6943198331964365,2.140625,0.8988275724756409,0.9480651731160896
LDA,KNN,0.9583869878425235,7.161503553390503,0.6773347324239245,2.09765625,0.9723005952195586,0.9714867617107943
LDA,LogReg,0.940320784516304,0.7158322334289551,0.8365282649482013,2.76953125,0.9221086592300554,0.9592668024439919
LDA,LogReg,0.9508402522906202,0.7311615943908691,0.8543062794738149,2.94140625,0.9675255516732375,0.9663951120162932
LDA,LogReg,0.9416369214582754,0.7339475154876709,0.8368001740218071,2.77734375,0.9329021570268932,0.9582484725050916
LDA,LogReg,0.9436950842496469,0.7147324085235596,0.8467328278322925,3.4140625,0.9378711252667179,0.960285132382892
LDA,LogReg,0.9327944692850676,0.8192689418792725,0.8481537119596821,2.375,0.9123509615484429,0.9541751527494908
LDA,LogReg,0.9487694302719716,0.772087574005127,0.8156584703575199,2.6640625,0.948721892015462,0.9643584521384929
LDA,LogReg,0.9376818869581245,0.7675180435180664,0.8412613981762918,2.375,0.9313984717769701,0.9562118126272913
LDA,LogReg,0.9450371288515109,0.7672936916351318,0.8361522198731501,2.77734375,0.9349040933524757,0.9592668024439919
LDA,LogReg,0.9327944692850676,0.7307109832763672,0.8822203915487499,2.28515625,0.9123509615484429,0.9541751527494908
LDA,LogReg,0.950880742014996,0.7807581424713135,0.7745065789473685,2.72265625,0.9358566324316805,0.9663951120162932
